business_area_id,user_id,user_tna,question_id,weightage,response,doc_id
NiMRMd5crjCRGotyphUJ,xckq7zjaDKfAlbslF4Aq1D9kSLy1,kJus8hEUzEUnx4HLbPkM,NSnubiHaOrQvkERSFNmK,5,4,0EXXat74xn6WWbyPZywj
5XJc8NmM7JP4byHGNGQ9,AkpdX5KSOYXRlEEP4Eew6b70eex2,Jz2rKOyoBpcMLTXC8Nwe,tcbdCLEBGwr1SUHvzDWq,5,4,0Ed8gwqPPxUYSNaK1wGX
GmrHNRRC2s4lKGXPtLRB,gW9xizGgEJOdbpwJGHYyKYra9MF2,aOIOSLsN43rAO5zzvi6l,ToIW9ncPQtGXSi0xyKfs,5,1,0EfFrN53oHwnJ2w7IAt1
DVhvy8x4RkF1e33R0LCW,C5x6jCTdXofDiAKppGDZZe3Cxnw1,JalCKf5SwYmkaNj3JdLk,0d3J1fAK1tHCTQXaEZcj,5,3,0EjfkRDIAfRxFOgoVFIc
NiMRMd5crjCRGotyphUJ,9RK03EilZxYBrJO8ydI3OPoIO1p1,95IaOZUSC9qYAFA1Xg58,MoOJOLH7KDcRNuKl7nN2,5,2,0ErNvudfRQQFFrDQYYV5
GmrHNRRC2s4lKGXPtLRB,BYyccWUmN5ehRk1nuGDAJlEaVHl1,YidhuGW6l1SlYjSRx69f,3hwlXbz1Z7VmPub4qnL4,5,1,0EvrLEM8NV4iGvkUByvs
NiMRMd5crjCRGotyphUJ,0KfBRyBzAvhuNbpXilrJVC3e4ne2,PwhZClQKRgViswkZa7xx,SoV1k3laFPc6Yw2Y8UZQ,5,4,0F0KOCaz8gpK9P4AOlCh
NiMRMd5crjCRGotyphUJ,Fo4MgTykWih3JG5duD9qwOfrLAC3,C56lOHGg8V5Qkg2A5rGO,Wo6d1JpZNZ9rD84tGLL1,5,3,0F8jLkqKokDdK91akTPk
5XJc8NmM7JP4byHGNGQ9,jkeMhZoXQbPXZTw0Dq0fLZ00ANi1,4zETfwbmc0moIcT7OXIa,UeMM115jpbX5PAghrQ2l,5,1,0FGfCR2SuxXiRSieNe33
5XJc8NmM7JP4byHGNGQ9,6eT9DZv987Tonsy94k6vqchGdhG2,DDTKdTDY2RSKhvOo9ZQb,dlijZFWEanM2nzm5VLQW,5,4,0FLecCSl1UoF7TdfpJJp
fgT0OfrgvOqwyNV5U9O4,pddrxG8P72O2lDDDHG0YFct32D62,DheODvbKZYnTOwoui96H,eRRv18kAq56V1IdR98CD,5,3,0FMcEQNHlapTozaumKFr
